cur_topo missing1 missing2 missing3 missing4 missing5 missing6 missing7 missing8 missing9 missing10
459 0.145906 0.167222 0.079264 0.228925 0.229303 0.200946 0.319034 0.230471 0.280840 0.128901
459 0.149299 0.159527 0.084644 0.224968 0.235346 0.201220 0.313743 0.241174 0.278530 0.128186
459 0.152934 0.157033 0.076665 0.226769 0.219665 0.194303 0.313896 0.241936 0.277810 0.135721
4510 0.203241 0.227461 0.169747 0.276842 0.231406 0.371616 0.317204 0.437565 0.271593 0.131397
4510 0.197152 0.225874 0.172143 0.276433 0.230322 0.365195 0.321406 0.438781 0.272291 0.130302
4510 0.190656 0.228757 0.177258 0.277061 0.236589 0.367665 0.323012 0.434441 0.276175 0.125032
467 0.178565 0.152913 0.089028 0.196303 0.182854 0.124589 0.480559 0.175033 0.186473 0.390657
467 0.175286 0.149607 0.082453 0.188194 0.188031 0.123314 0.469968 0.180509 0.173813 0.389236
467 0.177174 0.150527 0.077394 0.191695 0.179119 0.129087 0.471325 0.179044 0.169010 0.385495
468 0.274605 0.194293 0.058241 0.226469 0.372725 0.125302 0.590021 0.182455 0.184176 0.438826
468 0.281472 0.200801 0.048598 0.223333 0.381874 0.122109 0.596265 0.186397 0.188488 0.447928
468 0.286889 0.192419 0.054645 0.220207 0.372593 0.117888 0.594899 0.184543 0.182006 0.442381
469 0.153623 0.119790 0.107370 0.168638 0.207130 0.115360 0.263675 0.338491 0.128913 0.130984
469 0.163555 0.119709 0.113095 0.177734 0.214291 0.099301 0.264335 0.328819 0.128560 0.133368
469 0.158837 0.128468 0.119626 0.180398 0.212990 0.115916 0.258554 0.337541 0.136817 0.135735
4610 0.237699 0.197266 0.056677 0.232671 0.202040 0.146313 0.237380 0.204775 0.125682 0.100781
4610 0.233930 0.197710 0.067077 0.228684 0.205036 0.136819 0.233457 0.207053 0.125622 0.102537
4610 0.247840 0.195814 0.061378 0.236772 0.206183 0.136906 0.228648 0.217595 0.121522 0.107773
478 0.232761 0.205575 0.043260 0.232622 0.282176 0.180526 0.279483 0.334389 0.151628 0.145126
478 0.248429 0.213492 0.053045 0.247593 0.286060 0.191741 0.285266 0.342507 0.154927 0.142657
478 0.243348 0.212781 0.056882 0.237532 0.285804 0.180579 0.273044 0.338316 0.152782 0.152249
479 0.298316 0.086042 0.143086 0.176000 0.326807 0.091138 0.621630 0.287103 0.081007 0.379858
479 0.297362 0.082055 0.159542 0.164667 0.318662 0.093047 0.615303 0.282073 0.067901 0.387003
479 0.298285 0.092799 0.162777 0.174241 0.316813 0.094934 0.617065 0.283240 0.055812 0.387614
4710 0.339370 0.140104 0.176691 0.227650 0.312053 0.128457 0.510340 0.279292 0.126297 0.265969
4710 0.342825 0.142854 0.156377 0.222766 0.315679 0.119992 0.512714 0.285388 0.123181 0.272707
4710 0.340046 0.137913 0.168978 0.232655 0.316911 0.119460 0.506162 0.287973 0.130230 0.264960
489 0.303656 0.133209 0.162393 0.241664 0.313996 0.089325 0.517559 0.318810 0.112041 0.381998
489 0.297569 0.147814 0.170410 0.244331 0.311386 0.091844 0.514781 0.319688 0.124252 0.388581
489 0.307955 0.143076 0.170328 0.246332 0.322241 0.081916 0.516928 0.322782 0.115963 0.384233
4810 0.388358 0.102786 0.146409 0.188293 0.332771 0.080206 0.545105 0.297384 0.099757 0.307879
4810 0.393246 0.099033 0.147722 0.189583 0.335715 0.073491 0.538418 0.303621 0.099425 0.312806
4810 0.391086 0.094447 0.157083 0.182159 0.332231 0.088542 0.543176 0.302353 0.101782 0.312517
4910 0.233943 0.211222 0.047433 0.248694 0.281557 0.181384 0.290773 0.298019 0.168109 0.121632
4910 0.233329 0.215029 0.059103 0.246092 0.287737 0.189966 0.279309 0.303203 0.170856 0.120972
4910 0.236482 0.206524 0.053710 0.248511 0.277504 0.184763 0.282558 0.304492 0.164961 0.115339
567 0.192006 0.163273 0.083849 0.194171 0.186324 0.130011 0.480472 0.183170 0.180429 0.382923
567 0.180587 0.152856 0.084048 0.186784 0.186341 0.122677 0.474867 0.177894 0.173801 0.392448
567 0.174374 0.157698 0.087805 0.189842 0.181629 0.139631 0.478474 0.191774 0.161339 0.386576
568 0.282211 0.187740 0.042658 0.215975 0.370634 0.119858 0.588283 0.184931 0.181589 0.437612
568 0.269199 0.190887 0.061979 0.214229 0.362693 0.126563 0.592774 0.184760 0.180596 0.438157
568 0.284774 0.198838 0.049891 0.223270 0.379124 0.124621 0.603611 0.182857 0.188308 0.441462
569 0.156859 0.126051 0.105658 0.185334 0.210798 0.105618 0.260921 0.336083 0.132447 0.142879
569 0.174120 0.112350 0.114592 0.182226 0.220395 0.105945 0.262177 0.330334 0.125577 0.130413
569 0.157232 0.120473 0.103711 0.176804 0.215955 0.111257 0.261725 0.333268 0.131067 0.141541
5610 0.251543 0.191623 0.059798 0.234871 0.215724 0.137671 0.228303 0.224383 0.120799 0.117834
5610 0.246859 0.195252 0.061431 0.238285 0.213594 0.137276 0.230481 0.204986 0.117594 0.105274
5610 0.241028 0.193427 0.053486 0.223719 0.200889 0.145995 0.239425 0.220832 0.131802 0.111444
578 0.241649 0.214024 0.049855 0.237422 0.282234 0.176359 0.287833 0.330480 0.146205 0.147801
578 0.238631 0.212028 0.053342 0.249058 0.282514 0.194021 0.291267 0.341154 0.148111 0.148899
578 0.230682 0.215915 0.052600 0.239278 0.284802 0.178024 0.283273 0.333705 0.151698 0.146675
579 0.292156 0.088857 0.158758 0.172824 0.320637 0.090040 0.616906 0.288195 0.065795 0.379568
579 0.295308 0.086340 0.154674 0.179756 0.315429 0.092897 0.613382 0.283954 0.062166 0.376575
579 0.297622 0.080980 0.145700 0.174121 0.325096 0.088625 0.610130 0.278727 0.062283 0.379508
5710 0.339717 0.142057 0.176770 0.223753 0.312018 0.120497 0.510746 0.283668 0.123466 0.265975
5710 0.333298 0.145600 0.167176 0.219658 0.307516 0.119579 0.508460 0.267668 0.120165 0.256530
5710 0.340968 0.133511 0.165299 0.217631 0.317325 0.125712 0.509697 0.272295 0.125528 0.255864
589 0.288077 0.142213 0.179007 0.245115 0.317953 0.086405 0.522967 0.316944 0.108367 0.384976
589 0.304506 0.138395 0.163614 0.248756 0.318382 0.081840 0.523121 0.311379 0.113305 0.379159
589 0.300123 0.137720 0.168810 0.245738 0.313692 0.095651 0.517469 0.320681 0.115362 0.392407
5810 0.391038 0.087303 0.156281 0.190224 0.337022 0.080758 0.543252 0.289690 0.112480 0.305394
5810 0.395706 0.099177 0.144704 0.185055 0.336631 0.078600 0.542842 0.299970 0.104168 0.312163
5810 0.391694 0.111073 0.148232 0.194343 0.336265 0.085394 0.543499 0.296540 0.102220 0.309100
5910 0.240643 0.206887 0.074084 0.247580 0.290449 0.186340 0.286200 0.311330 0.167624 0.130406
5910 0.233041 0.206430 0.059371 0.246587 0.287089 0.188338 0.281248 0.291410 0.167817 0.130167
5910 0.234978 0.210309 0.054789 0.243500 0.293328 0.185717 0.292834 0.303846 0.177233 0.131598
678 0.252739 0.253382 0.099152 0.257256 0.220568 0.312117 0.257501 0.186580 0.259639 0.131767
678 0.246837 0.259616 0.107844 0.248552 0.213989 0.309922 0.262410 0.189894 0.259823 0.144347
678 0.244838 0.259824 0.097195 0.258380 0.213637 0.307629 0.259353 0.181452 0.246511 0.125454
679 0.223673 0.088273 0.158704 0.295198 0.245385 0.204521 0.603454 0.299761 0.209834 0.287138
679 0.220739 0.088378 0.151226 0.300835 0.245375 0.206926 0.603533 0.297305 0.213030 0.285740
679 0.224057 0.087981 0.144588 0.299962 0.249285 0.207614 0.603193 0.290737 0.207142 0.284060
6710 0.269832 0.154620 0.240530 0.453162 0.229252 0.341944 0.566864 0.315121 0.274149 0.238727
6710 0.271375 0.157653 0.237880 0.463607 0.236567 0.344314 0.572228 0.296912 0.268157 0.236713
6710 0.275891 0.153774 0.232488 0.453001 0.230088 0.338729 0.570062 0.299223 0.262921 0.232005
689 0.248212 0.155101 0.205791 0.412352 0.252213 0.303768 0.578709 0.355079 0.258357 0.265111
689 0.247119 0.143207 0.206018 0.414873 0.251239 0.311296 0.576684 0.351034 0.254918 0.263362
689 0.244821 0.159454 0.216997 0.416905 0.249244 0.312695 0.572026 0.356482 0.261901 0.261285
6810 0.265667 0.096065 0.190779 0.352217 0.208996 0.227101 0.563681 0.332482 0.185617 0.282303
6810 0.267713 0.085730 0.203755 0.340917 0.206543 0.224418 0.562472 0.335843 0.195763 0.287231
6810 0.269924 0.089890 0.195584 0.340061 0.210766 0.218208 0.572938 0.330514 0.176332 0.287989
6910 0.223548 0.238108 0.124347 0.245291 0.211592 0.303014 0.281968 0.164970 0.268563 0.129575
6910 0.206800 0.235184 0.130871 0.244746 0.205852 0.299706 0.284966 0.151189 0.264232 0.128441
6910 0.205544 0.240596 0.132424 0.241970 0.210171 0.301574 0.278155 0.159006 0.267292 0.128694
789 0.237168 0.230464 0.124188 0.255142 0.242635 0.334364 0.344443 0.454047 0.277848 0.167274
789 0.243069 0.238640 0.123326 0.244743 0.234962 0.327197 0.338144 0.460048 0.276550 0.161217
789 0.238609 0.239112 0.130661 0.246050 0.241166 0.331998 0.336736 0.459368 0.279168 0.167173
7810 0.219545 0.151482 0.124542 0.248992 0.232875 0.211169 0.288478 0.260933 0.298065 0.156257
7810 0.219723 0.152921 0.129326 0.246759 0.225213 0.219162 0.293983 0.250172 0.301775 0.147088
7810 0.212576 0.150715 0.134805 0.247585 0.229642 0.215403 0.291983 0.262497 0.287823 0.152170
7910 0.164207 0.225293 0.122388 0.271813 0.256179 0.217387 0.428725 0.184769 0.231588 0.387472
7910 0.163338 0.229192 0.127533 0.266635 0.253167 0.212490 0.431231 0.183034 0.224839 0.387644
7910 0.169609 0.227312 0.122200 0.272726 0.256683 0.223317 0.420104 0.181747 0.222215 0.385666
8910 0.228207 0.167852 0.158793 0.360242 0.331846 0.248532 0.501289 0.251575 0.368130 0.235108
8910 0.232756 0.163577 0.151475 0.356008 0.333992 0.247728 0.497790 0.247284 0.364093 0.237759
8910 0.228866 0.171701 0.149877 0.355736 0.330038 0.237937 0.490584 0.248802 0.365438 0.229059
