cur_topo missing1 missing2 missing3 missing4 missing5 missing6 missing7 missing8 missing9 missing10
268 0.235200 0.178422 0.135812 0.255591 0.228260 0.230684 0.424268 0.350132 0.353771 0.177631
269 0.240380 0.111749 0.126075 0.150607 0.216963 0.249318 0.154120 0.273967 0.286697 0.091960
269 0.247804 0.108961 0.120938 0.153520 0.214866 0.237892 0.153024 0.275373 0.282888 0.084651
269 0.242358 0.104611 0.133117 0.147513 0.215632 0.250422 0.157995 0.270473 0.283395 0.085457
2610 0.308709 0.072683 0.133527 0.223014 0.168403 0.312600 0.139563 0.275260 0.389780 0.071857
2610 0.304152 0.077183 0.142588 0.218969 0.166139 0.314152 0.144503 0.281660 0.391675 0.082596
2610 0.311172 0.073317 0.134590 0.208219 0.164391 0.321296 0.154937 0.277047 0.396091 0.072702
278 0.279442 0.118143 0.111304 0.205698 0.151793 0.292440 0.286183 0.158441 0.362381 0.072885
278 0.276667 0.118686 0.110084 0.208060 0.151047 0.294864 0.284238 0.161747 0.362115 0.069264
278 0.282006 0.121552 0.114526 0.213348 0.156596 0.304130 0.292543 0.163195 0.359312 0.066560
279 0.571213 0.067006 0.271955 0.218471 0.306166 0.279453 0.365925 0.601825 0.279546 0.451690
279 0.579213 0.086052 0.263237 0.230412 0.313530 0.271961 0.362537 0.601124 0.262268 0.446673
279 0.575023 0.066670 0.269227 0.205958 0.298032 0.282790 0.361214 0.606400 0.270638 0.451195
2710 0.522013 0.155448 0.314804 0.253742 0.338226 0.256086 0.197286 0.590142 0.267466 0.433088
2710 0.509726 0.153617 0.308737 0.263553 0.339875 0.238754 0.198760 0.594257 0.272985 0.438962
2710 0.518405 0.148874 0.305287 0.258182 0.333369 0.243825 0.192032 0.598802 0.271388 0.441225
289 0.511017 0.147992 0.302634 0.254900 0.332198 0.258948 0.204602 0.591527 0.263309 0.450306
289 0.510560 0.162488 0.301989 0.262431 0.350351 0.250046 0.200578 0.594494 0.259757 0.447203
289 0.512281 0.160306 0.317234 0.262877 0.341492 0.246825 0.198085 0.589973 0.281929 0.437065
2810 0.583786 0.052163 0.273296 0.211339 0.300511 0.280344 0.372971 0.611425 0.268277 0.450247
2810 0.582033 0.065827 0.271898 0.218542 0.297887 0.275335 0.366711 0.601743 0.276804 0.444365
2810 0.573493 0.066041 0.270409 0.209528 0.304437 0.278961 0.363808 0.611035 0.273080 0.452478
2910 0.267678 0.124297 0.105396 0.212602 0.154593 0.296775 0.284838 0.164337 0.369771 0.075649
2910 0.280379 0.122099 0.110435 0.207111 0.150127 0.299074 0.282132 0.168474 0.365565 0.068284
2910 0.276117 0.118351 0.105457 0.203731 0.155886 0.298713 0.285537 0.171536 0.365414 0.066037
345 0.099279 0.235258 0.103258 0.211285 0.144163 0.210449 0.233508 0.274771 0.130538 0.239219
345 0.094540 0.244354 0.095685 0.193892 0.123264 0.210920 0.233448 0.261392 0.142636 0.245097
345 0.095667 0.235700 0.100394 0.217543 0.141789 0.203733 0.229071 0.263621 0.136177 0.255142
346 0.082846 0.238404 0.040556 0.040210 0.076687 0.216944 0.220304 0.208125 0.146817 0.218145
346 0.079595 0.237725 0.043070 0.046286 0.067519 0.221692 0.229301 0.196871 0.158996 0.219402
346 0.082637 0.243021 0.045144 0.040694 0.077763 0.224120 0.230376 0.212719 0.156861 0.208717
347 0.115721 0.284261 0.085786 0.098788 0.089344 0.186951 0.275077 0.252036 0.110865 0.413833
347 0.105426 0.283725 0.077101 0.113127 0.086589 0.177962 0.286617 0.241326 0.116342 0.404862
347 0.106392 0.285605 0.074560 0.104444 0.098716 0.183143 0.288716 0.251543 0.112065 0.406791
348 0.083150 0.276766 0.047706 0.093893 0.114660 0.103653 0.294613 0.212849 0.123627 0.447744
348 0.103654 0.292112 0.046298 0.095790 0.130955 0.094625 0.292048 0.222239 0.121577 0.453183
348 0.093762 0.282137 0.045954 0.107858 0.112910 0.104812 0.294964 0.214518 0.123906 0.447527
349 0.089029 0.209087 0.086543 0.074237 0.101899 0.249059 0.178571 0.271471 0.148087 0.266845
349 0.081279 0.216806 0.086532 0.074640 0.097082 0.247458 0.168596 0.268063 0.148974 0.266181
349 0.080251 0.191465 0.081714 0.069549 0.091642 0.259877 0.178717 0.265550 0.150856 0.262473
3410 0.102159 0.240589 0.098107 0.110308 0.135187 0.167171 0.167670 0.259637 0.184062 0.240091
3410 0.106884 0.241668 0.092956 0.117808 0.149449 0.174790 0.170654 0.273735 0.194188 0.235403
3410 0.102039 0.240466 0.100896 0.106734 0.130297 0.170401 0.160245 0.265462 0.186375 0.244992
356 0.085613 0.244382 0.037904 0.043642 0.078745 0.223592 0.225952 0.202738 0.152811 0.208887
356 0.075038 0.246973 0.043598 0.045718 0.074407 0.221429 0.228998 0.209201 0.162049 0.206271
356 0.080819 0.246033 0.038753 0.051924 0.075447 0.223008 0.229957 0.207329 0.141865 0.206321
357 0.111468 0.296631 0.078755 0.102598 0.090580 0.184118 0.278945 0.254777 0.116098 0.412872
357 0.111310 0.291505 0.068746 0.098029 0.088685 0.182326 0.289857 0.241824 0.111979 0.412613
357 0.118202 0.301371 0.074310 0.114673 0.100223 0.168464 0.279542 0.254443 0.116728 0.403788
358 0.082145 0.273477 0.045362 0.090547 0.105874 0.116925 0.291185 0.222472 0.133383 0.439898
358 0.088349 0.281429 0.040114 0.102989 0.113582 0.106617 0.289473 0.223436 0.130176 0.444608
358 0.095223 0.270297 0.043270 0.107745 0.107877 0.104961 0.285509 0.237542 0.135093 0.442492
359 0.083460 0.201762 0.078462 0.077544 0.080773 0.255895 0.173837 0.275271 0.158474 0.260064
359 0.090524 0.203888 0.080886 0.085267 0.094249 0.256103 0.188487 0.272604 0.146986 0.259890
359 0.091354 0.205280 0.077343 0.080979 0.098297 0.261070 0.182055 0.275165 0.158893 0.256507
3510 0.091275 0.240288 0.104705 0.103671 0.139600 0.165794 0.156193 0.263286 0.180124 0.245974
3510 0.100077 0.238725 0.098709 0.115395 0.138582 0.153993 0.158068 0.259592 0.185784 0.247082
3510 0.089446 0.229339 0.095455 0.107719 0.133039 0.169678 0.169991 0.257853 0.185244 0.246557
367 0.111104 0.294987 0.045850 0.198511 0.129416 0.175873 0.288607 0.200681 0.120496 0.441616
367 0.107171 0.283350 0.049759 0.200016 0.125878 0.169241 0.289208 0.189623 0.128584 0.449075
367 0.103231 0.297587 0.057660 0.205771 0.138655 0.177853 0.282096 0.196582 0.119462 0.448043
368 0.118675 0.305021 0.045711 0.155557 0.103059 0.169529 0.277218 0.228616 0.101499 0.401724
368 0.127497 0.304904 0.047556 0.141344 0.101172 0.169164 0.274633 0.223152 0.106219 0.408072
368 0.125523 0.304719 0.046036 0.147137 0.096885 0.173418 0.278241 0.231897 0.101046 0.408451
369 0.080849 0.251110 0.169007 0.209071 0.143463 0.212801 0.172094 0.285155 0.135560 0.255450
369 0.082571 0.248934 0.172394 0.214446 0.148954 0.206479 0.173167 0.284154 0.135456 0.250532
369 0.081572 0.245347 0.177617 0.212670 0.147954 0.215989 0.170175 0.284549 0.142523 0.255841
3610 0.090638 0.253495 0.100298 0.170355 0.108285 0.199870 0.171549 0.293001 0.139326 0.275657
3610 0.084691 0.244748 0.087897 0.166370 0.114504 0.189593 0.168630 0.314121 0.148777 0.278421
3610 0.103219 0.247223 0.096472 0.165469 0.110026 0.195210 0.176258 0.314130 0.143781 0.270153
378 0.091523 0.261195 0.050794 0.114023 0.089275 0.182368 0.238083 0.229600 0.131412 0.231598
378 0.094752 0.249113 0.042689 0.126652 0.088021 0.193767 0.232223 0.233800 0.129698 0.212793
378 0.091988 0.249953 0.043335 0.120693 0.102509 0.191624 0.231692 0.232744 0.126996 0.216453
379 0.102725 0.321223 0.124580 0.178860 0.118868 0.203664 0.284002 0.311500 0.115946 0.437430
379 0.082682 0.323000 0.123713 0.189337 0.127180 0.202230 0.279450 0.300024 0.108315 0.446754
379 0.078511 0.314146 0.121273 0.194269 0.130428 0.206843 0.281765 0.310116 0.112752 0.442770
3710 0.128080 0.313426 0.199070 0.156927 0.142759 0.197004 0.246512 0.296318 0.132653 0.481045
3710 0.136155 0.314143 0.194581 0.158187 0.129755 0.201758 0.237502 0.306249 0.128489 0.481420
3710 0.132694 0.306457 0.206397 0.157956 0.134944 0.217750 0.249835 0.291734 0.140037 0.472987
389 0.131120 0.312063 0.199065 0.164703 0.137359 0.206006 0.244620 0.299209 0.126444 0.484560
389 0.131239 0.313668 0.191002 0.162565 0.132700 0.208564 0.237961 0.298080 0.132534 0.472844
389 0.129155 0.309882 0.201339 0.164543 0.142723 0.205890 0.243476 0.297335 0.137040 0.472273
3810 0.087308 0.327800 0.124288 0.176418 0.112920 0.202701 0.285119 0.316385 0.102765 0.439822
3810 0.090332 0.328064 0.122264 0.184506 0.130721 0.202249 0.279962 0.310028 0.111784 0.446469
3810 0.087269 0.324291 0.123025 0.179440 0.115586 0.195193 0.273072 0.323484 0.115306 0.440454
3910 0.084125 0.260061 0.051623 0.124521 0.099932 0.187210 0.234355 0.229727 0.123989 0.233166
3910 0.093076 0.254890 0.055981 0.122044 0.100891 0.190928 0.231526 0.236534 0.119533 0.216155
3910 0.094769 0.257649 0.054503 0.122615 0.091192 0.184251 0.225946 0.228790 0.128215 0.235149
456 0.219176 0.182562 0.061901 0.140237 0.136413 0.207665 0.232936 0.220036 0.269394 0.134338
456 0.207308 0.175979 0.052300 0.144239 0.143022 0.222337 0.230000 0.211583 0.274209 0.130574
456 0.225502 0.179188 0.063221 0.137056 0.137758 0.217630 0.236226 0.210217 0.284637 0.133351
457 0.188317 0.214810 0.032369 0.193193 0.182833 0.188367 0.405459 0.258074 0.190141 0.167282
457 0.198047 0.220632 0.045935 0.172962 0.182231 0.188034 0.390683 0.256261 0.191169 0.156952
457 0.200430 0.206995 0.055015 0.187736 0.180237 0.200493 0.383320 0.271569 0.192657 0.169486
458 0.294540 0.219197 0.109192 0.251682 0.212314 0.139175 0.400497 0.257597 0.245279 0.290671
458 0.293976 0.221157 0.109352 0.262948 0.203529 0.139706 0.409184 0.249100 0.249677 0.284266
458 0.292818 0.209333 0.099962 0.251362 0.210054 0.144184 0.393628 0.261736 0.240976 0.278898
