116	1	8.399722	-6.660667	5.375703	0.907275
2	2	7.834752	-1.961680	5.207281	0.793960
2	2	7.834752	2.465061	5.207281	0.793960
3	1	7.408930	-12.310788	4.744816	-2.917503
4	1	9.143425	-9.315267	4.553416	0.850896
5	1	4.101762	-3.918535	4.331915	2.241053
6	1	7.575613	-7.922377	1.564422	-0.733990
7	2	7.179373	5.657265	4.381724	3.292917
7	2	7.179373	-0.949390	4.381724	3.292917
8	1	6.867080	4.681506	5.652456	4.954287
9	1	6.449900	4.787385	5.631487	2.486413
10	1	6.564940	-6.504336	3.914217	-2.751024
11	1	6.226657	-5.374005	3.900855	-2.428801
12	1	6.567963	-3.199116	5.259232	6.479820
13	2	6.610371	1.269014	6.603797	4.923122
13	2	6.610371	-4.368872	6.603797	4.923122
14	1	8.323976	-6.383906	4.953867	2.919220
15	1	6.840622	-11.055369	2.881134	-2.086838
16	1	7.360237	-7.104388	5.137429	1.208437
17	1	2.754548	-5.928183	3.844969	0.789968
18	2	5.984523	-2.835444	5.211264	6.957568
18	2	5.984523	3.215603	5.211264	6.957568
19	1	5.906522	5.741438	4.601496	4.894425
20	2	4.283019	-2.630049	5.353518	4.121846
20	2	4.283019	3.297573	5.353518	4.121846
21	1	5.922157	7.734791	5.395654	4.168629
22	1	6.491159	-4.582454	5.189856	0.347280
23	1	7.833341	-8.822979	4.552373	-0.598473
24	1	6.600735	-9.211109	5.464572	3.136391
25	1	5.673180	4.771302	6.347597	6.809392
26	1	5.516197	6.682174	5.548118	6.498822
27	1	8.492074	2.639307	5.049406	1.346583
28	1	6.670062	5.184792	5.092542	4.525461
29	1	8.256444	-7.567543	4.279215	-2.298414
30	1	4.675688	7.974086	5.425281	4.649621
31	2	2.688312	6.280189	5.225758	5.452542
31	2	2.688312	-0.320255	5.225758	5.452542
32	1	7.257250	-3.340989	9.066233	5.402265
33	1	5.781882	6.480521	4.135972	2.375204
34	1	4.770606	-8.403244	2.789551	1.879755
35	1	7.770991	-4.108349	6.119311	2.959977
36	1	6.922172	-4.127980	4.144625	4.606158
37	2	6.769989	3.152737	5.202870	2.286181
37	2	6.769989	-3.163220	5.202870	2.286181
38	1	6.502327	-11.940019	3.549496	-1.248068
39	1	8.103837	-7.082351	5.660689	1.161064
40	1	8.894137	-10.385408	5.942013	2.387644
41	1	7.201870	-5.054222	4.743743	5.165523
42	1	6.671613	4.492132	5.726858	5.955510
43	2	5.583859	-0.595511	6.017998	7.115529
43	2	5.583859	5.817527	6.017998	7.115529
44	2	6.609924	-1.459391	5.461042	6.126676
44	2	6.609924	4.946825	5.461042	6.126676
45	1	3.333765	7.114902	5.995223	4.896756
46	1	5.207263	-11.203482	5.146492	0.183331
47	1	8.080459	-7.542238	5.654722	2.213118
48	1	5.521101	6.460282	5.020458	6.779737
49	1	6.730235	4.599505	5.282074	7.309459
50	1	5.034288	5.594251	4.596928	3.565861
51	1	6.921901	4.902582	5.461512	1.286345
52	2	4.335434	5.733807	5.507059	6.400711
52	2	4.335434	-0.269404	5.507059	6.400711
53	1	6.482125	5.533161	7.085757	3.427888
54	1	6.558329	3.753284	2.867444	0.851670
55	1	8.023570	-1.879117	1.359790	0.490384
56	1	6.876509	-12.670242	3.925447	-0.241007
57	1	9.518109	-7.598410	4.178540	-0.035709
58	1	5.831494	5.980130	4.617875	2.461230
59	1	7.408854	-8.637197	5.389506	2.916754
60	1	7.695744	-7.633075	5.093674	0.315158
61	2	6.805484	-2.881990	4.768894	0.760498
61	2	6.805484	3.356638	4.768894	0.760498
62	1	7.704201	-11.639349	3.773969	-3.250353
63	1	4.521743	6.880488	5.260994	5.383984
64	1	6.191144	-5.028064	1.486109	0.681428
65	1	5.315260	5.644800	4.338424	4.485295
66	1	8.854776	-15.009534	2.244175	-2.274706
67	1	6.160345	5.742529	5.469757	6.609010
68	1	3.164787	5.303298	4.715841	6.586960
69	1	6.592051	-4.067237	3.956158	1.085211
70	2	6.184533	-1.145278	5.271942	6.367807
70	2	6.184533	4.901658	5.271942	6.367807
71	1	2.353603	7.099980	3.351222	0.227286
72	1	6.119240	-4.101142	4.807962	2.328933
73	1	6.809000	-9.154335	3.743959	2.058549
74	2	2.562804	0.135577	4.613959	4.927826
74	2	2.562804	5.123866	4.613959	4.927826
75	1	5.276486	5.565190	5.564061	6.487699
76	1	7.652585	-5.615290	2.288638	-2.641713
77	1	6.003080	-5.571710	3.762366	2.442659
78	2	6.801226	-4.164428	4.183406	6.503122
78	2	6.801226	2.174776	4.183406	6.503122
79	1	8.596901	4.116349	2.174759	5.002193
80	1	6.786300	5.352610	6.563181	5.699738
81	1	7.187315	-13.560354	3.413661	-1.940959
82	1	7.448609	-8.112051	1.872314	0.396757
83	1	7.898553	-5.336863	5.046117	2.399530
84	1	8.107844	-8.144112	3.256829	-5.294489
85	2	5.760211	-4.832776	5.332951	5.330199
85	2	5.760211	1.254643	5.332951	5.330199
86	1	7.794600	3.818158	4.795373	2.708540
87	1	7.385056	3.945988	3.732192	4.394308
88	1	7.294818	-4.810379	6.098903	2.684228
89	1	5.994823	7.719689	5.679691	5.715676
90	1	6.762420	-2.255011	5.289825	4.119011
91	1	6.629436	-6.292761	4.923417	3.530089
92	1	9.462284	-5.545142	5.493062	3.745239
93	2	5.010218	3.502513	5.241734	4.353418
93	2	5.010218	-2.562607	5.241734	4.353418
94	1	7.000627	-7.709411	0.837384	-5.012694
95	1	6.414675	3.431976	5.243782	5.502537
96	1	6.354849	5.552387	5.460167	6.067519
97	1	6.858229	6.227253	3.829664	5.144428
98	1	6.013708	5.321432	5.380289	5.562104
99	2	7.194190	-2.922768	0.634831	3.924310
99	2	7.194190	3.171449	0.634831	3.924310
100	1	2.979544	8.073171	4.923328	7.765565
101	1	4.675762	-0.558078	4.318027	0.441677
102	1	8.378526	-5.641321	3.661175	-0.190997
103	2	6.110712	-2.034152	3.581427	0.754716
103	2	6.110712	3.524294	3.581427	0.754716
104	1	7.508017	-2.489392	5.756266	-0.105965
105	1	5.427185	5.912001	3.839764	3.240589
106	1	5.789539	6.461166	5.197996	5.607217
107	1	9.346627	-7.708050	2.131259	-5.578779
108	1	6.223703	4.776157	3.403512	5.415756
109	1	7.355944	-6.061187	3.803676	-0.366811
110	2	7.766596	3.447153	5.753604	4.454565
110	2	7.766596	-2.026314	5.753604	4.454565
111	1	7.882158	-6.866451	5.045308	4.068129
112	1	7.633019	-2.772450	2.820398	2.635707
113	1	5.960406	4.454704	3.988710	1.385461
114	1	7.798356	3.175198	5.417037	5.061354
115	1	6.299083	8.348755	5.855417	7.146809
116	1	4.566808	8.787561	6.037783	6.526029
117	1	6.491414	4.064276	4.071614	4.495056
118	1	5.665513	6.404200	5.634390	5.974133
119	2	8.349630	2.336923	4.865618	4.050178
119	2	8.349630	-3.289735	4.865618	4.050178
120	1	4.868171	-2.583001	4.981154	4.758283
121	1	7.165335	-0.739164	5.170578	-0.638849
122	2	5.933277	-2.109120	6.178178	5.039523
122	2	5.933277	4.087985	6.178178	5.039523
123	1	4.835633	7.246155	5.502497	6.277150
124	2	3.903527	5.603858	4.261024	6.715273
124	2	3.903527	0.149316	4.261024	6.715273
125	1	5.495113	-4.098378	4.322441	4.967016
126	2	6.992248	2.597734	3.582796	0.058348
126	2	6.992248	-1.545852	3.582796	0.058345
127	1	4.794561	4.553247	5.889368	3.822460
128	1	5.092956	4.864287	5.033743	7.800851
129	1	7.955131	-7.655666	5.394911	-0.902532
130	1	6.503872	-4.899649	4.870994	5.518087
131	1	8.434737	-3.625000	6.033706	5.080094
132	1	7.386069	-8.500399	5.519702	3.822231
133	1	4.446471	5.637501	4.394410	2.399250
134	1	6.160851	5.408182	4.649362	2.901742
135	1	7.002039	-4.336385	5.477099	2.570674
136	1	5.371204	3.533241	4.847596	5.866769
137	1	2.862667	-3.045775	1.112640	-0.530225
138	1	8.360395	-5.374469	3.748163	1.277811
139	1	7.142005	4.767788	4.511363	3.052710
140	1	6.207456	5.659281	4.463177	6.064260
141	1	3.346879	5.764268	5.349473	3.843404
142	1	4.752582	-3.255601	4.411536	7.792897
143	1	9.098537	-9.828256	4.586277	-0.115629
144	1	8.498032	-8.112009	3.183062	2.673082
145	2	7.485762	4.468799	6.355352	6.828971
145	2	7.485762	-1.607107	6.355352	6.828971
146	1	6.099767	6.903486	5.565301	6.053082
147	1	6.375477	5.553335	4.559831	4.357877
148	1	6.820409	-8.242769	2.861229	-4.235278
149	1	6.339193	5.041702	5.887415	7.727906
150	1	3.777754	3.148312	4.800695	7.346790
151	1	5.402750	5.050588	4.341693	3.387925
152	1	6.159642	-7.724458	2.551309	0.417974
153	1	7.184832	0.461338	2.245476	-0.084514
154	2	3.303798	5.171931	5.989777	8.456522
154	2	3.303798	0.143909	5.989777	8.456522
155	1	8.347726	-11.315413	4.495859	0.052590
156	1	5.026996	6.405134	4.676129	3.469152
157	1	7.327114	-0.822183	3.522086	1.439875
158	1	6.244768	3.508095	4.642332	5.898818
159	1	7.068312	-8.748708	4.421629	1.319758
160	1	5.735945	7.600850	5.859215	4.901587
161	1	8.132307	-3.964866	5.799590	0.282070
162	2	6.043929	0.232666	3.687878	1.528126
162	2	6.043929	-6.067533	3.687878	1.528126
163	1	3.486001	6.587525	4.997463	3.354443
164	1	4.925127	-2.195371	5.691598	6.670450
165	1	3.580957	5.225242	6.061348	4.272909
166	1	8.703851	-7.341378	4.472266	1.897721
167	1	2.654441	7.121955	5.313624	5.385386
168	1	6.678595	-8.313377	3.895994	1.535391
169	1	8.965556	-12.681126	4.285148	3.072192
170	1	5.976718	-5.276871	3.601733	-2.198208
171	1	5.859240	-4.238893	5.940253	1.199841
172	1	7.191080	3.680859	5.209058	1.281685
173	1	5.666566	-6.315937	5.796198	5.457091
174	1	7.681424	-4.804778	5.075800	2.804743
175	1	6.913478	-7.048006	7.106524	5.344032
176	1	6.548683	4.588983	5.652854	5.776778
177	1	7.006033	7.514307	5.740926	3.267979
178	1	7.242265	-8.615602	5.190416	-0.340173
179	1	7.395608	-6.082839	5.701072	4.561969
180	1	7.283842	-6.723510	4.547679	1.100486
181	1	4.589229	6.552256	2.194244	3.952496
182	1	7.030770	4.217804	5.585268	5.490131
183	1	7.755029	-9.463115	0.826991	2.037563
184	1	9.114588	-5.922157	4.460453	0.771516
185	1	6.309030	4.887169	3.710500	2.728080
186	2	6.265031	-2.188431	5.377123	3.585280
186	2	6.265031	4.254212	5.377123	3.585280
187	1	6.631237	-4.234986	1.702778	0.195548
188	1	4.933179	-11.808217	4.199817	1.753122
189	1	0.759260	7.165617	5.699147	2.703661
190	1	3.209810	5.309612	1.480037	3.006921
191	1	9.010547	2.717278	2.836260	-1.503050
192	1	8.691867	-9.525594	4.423078	-1.552987
193	1	4.258906	5.547464	5.827372	6.007820
194	1	5.454976	6.749641	5.449196	4.321007
195	1	4.470211	7.229992	5.321591	6.546491
196	1	5.908225	-9.016992	2.992465	1.357333
197	1	6.922363	-7.265900	4.554238	0.128634
198	1	4.065945	8.049537	4.297636	6.927232
199	1	4.101391	5.865488	3.755988	8.226215
200	1	6.529355	-3.292544	5.864378	1.158981
201	1	5.525157	6.888343	3.755227	4.215972
202	1	4.916175	8.789526	5.627821	5.672745
203	1	7.857323	2.628897	6.329194	3.432851
204	1	4.066580	4.291090	4.189233	1.540022
205	2	6.334176	-0.665276	3.279290	5.915976
205	2	6.334176	3.529195	3.279290	5.915976
206	1	2.176435	7.138311	4.731504	4.921304
