1	1	5.240488	3.031895	-4.402424	0.635774
2	2	7.281760	-4.522473	0.708535	7.160719
2	2	7.281760	6.458947	-4.375287	0.561595
3	1	8.697506	-7.239110	3.119106	5.772060
4	2	7.165056	2.560853	3.615430	1.896081
4	2	7.165056	-7.522872	3.898434	4.704658
5	1	8.376592	6.217887	-5.838158	3.022229
6	1	6.701004	6.810392	-5.492678	1.079889
7	2	9.184741	-3.137851	-2.076844	8.732201
7	2	9.184741	4.321474	-6.477192	2.384926
8	2	7.132899	3.478692	-4.529665	-0.697812
8	2	7.132899	-4.446524	1.656982	5.604707
9	2	5.242231	1.945893	0.542871	2.088503
9	2	5.242231	-7.693313	6.933670	5.284660
10	2	8.326699	5.701245	-3.646291	0.752824
10	2	8.326699	-9.385546	1.632621	7.120497
11	1	6.535154	-11.418426	4.223568	4.439214
12	2	6.793526	2.692059	-9.591199	0.135573
12	2	6.793526	-3.700522	-3.041878	6.744099
13	2	6.865705	-8.250701	7.527138	7.094365
13	2	6.865705	4.325334	1.659404	2.634997
14	1	5.066845	-3.808271	-0.231584	6.252332
15	2	6.476211	4.350601	-0.155726	-0.246610
15	2	6.476211	-9.988454	5.083870	5.238388
16	2	6.584279	-6.365328	7.267966	7.513412
16	2	6.584279	2.868734	3.383837	1.184930
17	2	7.046167	7.559921	-0.068626	-1.412620
17	2	7.046167	-4.176039	6.152864	2.973930
18	2	5.877274	-5.502714	6.195793	5.556152
18	2	5.877274	6.961028	0.903218	2.576070
19	1	4.089694	-8.553646	3.336005	6.878318
20	1	8.486790	3.153724	-3.611996	4.088994
21	2	6.630263	6.876728	1.655433	3.141115
21	2	6.630263	-5.456520	6.160517	7.085271
22	1	5.587599	-14.652650	6.707078	5.682713
23	2	7.522034	-6.519613	-1.520232	7.568951
23	2	7.522034	4.588521	-6.245945	2.160335
24	1	5.606686	-9.275651	6.660533	6.106090
25	1	6.058217	4.229645	-2.056106	-1.046827
26	2	6.541668	3.615432	-0.757683	3.780621
26	2	6.541668	-11.481973	4.691106	6.925168
27	1	4.283781	7.613845	-3.461093	1.075159
28	1	4.888211	4.048453	3.051307	-1.079171
29	2	4.790282	-12.250084	5.214739	8.824858
29	2	4.790282	6.162156	-0.716554	2.269858
30	2	7.400284	6.535432	0.225009	-2.782592
30	2	7.400284	-5.819394	4.645722	3.808409
31	1	4.223041	-13.750824	7.186326	6.992804
32	1	7.117681	6.238920	-0.249533	-0.041032
33	1	7.118654	7.183992	0.167123	0.945929
34	2	6.469252	5.329799	-0.747986	-1.160770
34	2	6.469252	-6.829497	5.723140	3.440396
35	1	6.300600	-12.892173	6.829847	6.385534
36	2	9.522671	-3.743649	2.168978	7.318851
36	2	9.522671	5.669525	-3.436547	0.935844
37	2	6.107576	-0.684820	8.139781	4.964565
37	2	6.107576	3.167923	2.698825	-0.448067
38	2	6.718651	-13.457503	4.898878	7.289782
38	2	6.718651	4.594110	-0.977917	3.018648
39	2	6.751157	4.453413	1.205957	-0.506897
39	2	6.751157	-6.587838	5.791574	5.769610
40	1	5.366880	-6.231052	6.955445	4.862848
