cur_topo missing1 missing2 missing3 missing4 missing5 missing6 missing7 missing8 missing9 missing10
358 0.061911 0.186272 0.065230 0.085324 0.063892 0.122387 0.300345 0.138645 0.108419 0.408091
359 0.102817 0.175704 0.082911 0.041404 0.082365 0.170100 0.144262 0.230085 0.113510 0.253378
359 0.092902 0.176323 0.084234 0.033861 0.087222 0.180478 0.140653 0.232942 0.111794 0.263202
359 0.088410 0.180233 0.093902 0.049467 0.071964 0.170170 0.144421 0.246371 0.115238 0.263177
3510 0.096422 0.193814 0.125655 0.070836 0.078616 0.157194 0.165018 0.246424 0.119738 0.252241
3510 0.090652 0.191058 0.118056 0.062268 0.084778 0.161515 0.167785 0.251505 0.118320 0.253720
3510 0.096053 0.193614 0.123606 0.062404 0.077296 0.159435 0.168531 0.251306 0.123677 0.248160
367 0.085276 0.241843 0.066192 0.132733 0.067748 0.095093 0.279234 0.133445 0.066339 0.412566
367 0.096331 0.241830 0.053329 0.135468 0.063221 0.101173 0.277041 0.144764 0.078358 0.408154
367 0.083920 0.245126 0.052179 0.145873 0.073810 0.100817 0.281380 0.135493 0.068034 0.407760
368 0.087186 0.260781 0.040320 0.133409 0.074018 0.140487 0.295416 0.152723 0.070711 0.354627
368 0.085774 0.268784 0.032659 0.135416 0.071914 0.133557 0.283714 0.154538 0.066095 0.349486
368 0.084970 0.266081 0.022023 0.131520 0.078354 0.133237 0.296921 0.170673 0.085493 0.354619
369 0.107876 0.232041 0.124324 0.140614 0.093566 0.142160 0.160375 0.238183 0.091525 0.259389
369 0.109999 0.230219 0.129604 0.132358 0.091253 0.140027 0.168220 0.240795 0.080350 0.255818
369 0.101654 0.227407 0.121426 0.136099 0.088648 0.138085 0.167952 0.243228 0.083324 0.247982
3610 0.111393 0.226214 0.081696 0.146401 0.087930 0.150198 0.157775 0.278019 0.085849 0.257479
3610 0.090922 0.234045 0.080045 0.154852 0.090948 0.153859 0.150413 0.272220 0.095953 0.258906
3610 0.096413 0.229031 0.091745 0.158785 0.087794 0.152970 0.140398 0.265039 0.086102 0.271456
378 0.084279 0.254825 0.048922 0.098108 0.071689 0.145865 0.230022 0.228860 0.070878 0.229836
378 0.085650 0.253877 0.036558 0.111317 0.072358 0.150446 0.228273 0.224173 0.074121 0.234822
378 0.086077 0.245205 0.030196 0.099414 0.074589 0.161113 0.234283 0.229628 0.081629 0.237642
379 0.091937 0.267053 0.139993 0.160221 0.089057 0.153801 0.288245 0.216968 0.068232 0.372627
379 0.088056 0.270895 0.134462 0.149621 0.089891 0.167136 0.283829 0.229536 0.076641 0.364735
379 0.090235 0.274075 0.133719 0.149678 0.087273 0.153878 0.277589 0.225316 0.076358 0.359509
3710 0.128190 0.256643 0.112576 0.145934 0.088335 0.104494 0.268964 0.172169 0.087010 0.434328
3710 0.131027 0.246045 0.116525 0.149284 0.101088 0.115888 0.277072 0.181688 0.079609 0.430458
3710 0.127173 0.255207 0.109575 0.160178 0.099802 0.115132 0.276621 0.180923 0.093792 0.436229
389 0.115525 0.228101 0.110935 0.161023 0.109946 0.119509 0.272931 0.173199 0.092700 0.419149
389 0.115486 0.250443 0.112291 0.148192 0.102172 0.112599 0.272412 0.170080 0.083098 0.438007
389 0.122920 0.255313 0.102707 0.149044 0.094240 0.117836 0.280855 0.177634 0.082643 0.426022
3810 0.092936 0.264009 0.126844 0.155776 0.091181 0.148756 0.285504 0.224693 0.079738 0.363333
3810 0.097603 0.268195 0.132954 0.148316 0.087459 0.155732 0.274427 0.231146 0.082358 0.366251
3810 0.097411 0.275399 0.137769 0.149543 0.080132 0.154156 0.277188 0.229573 0.075741 0.368293
3910 0.074776 0.248756 0.048245 0.113411 0.075756 0.147152 0.223971 0.221911 0.077683 0.235329
3910 0.084580 0.249815 0.041718 0.100102 0.073260 0.149775 0.232043 0.222778 0.074202 0.233401
3910 0.097375 0.253332 0.041404 0.097803 0.065547 0.155294 0.234071 0.231648 0.073786 0.225786
456 0.187908 0.177644 0.044835 0.109367 0.110039 0.163375 0.251002 0.184871 0.189657 0.165430
456 0.190206 0.194228 0.048317 0.099903 0.100818 0.160057 0.252006 0.190276 0.187058 0.161122
456 0.202112 0.181469 0.045734 0.104647 0.103679 0.174093 0.244630 0.204460 0.168699 0.153437
457 0.211205 0.178767 0.044103 0.149194 0.128431 0.154318 0.326256 0.196375 0.171123 0.165187
457 0.198894 0.165319 0.046702 0.156277 0.138207 0.141737 0.320970 0.195289 0.162596 0.155255
457 0.210566 0.171723 0.043515 0.148445 0.136418 0.144696 0.333704 0.190464 0.162303 0.155204
458 0.214031 0.176841 0.099549 0.157863 0.136521 0.111323 0.320162 0.212172 0.139343 0.278082
458 0.207240 0.176523 0.093072 0.147057 0.137464 0.109337 0.320421 0.207325 0.133743 0.269617
