cur_topo missing1 missing2 missing3 missing4 missing5 missing6 missing7 missing8 missing9 missing10
458 0.206761 0.174096 0.102104 0.154523 0.136156 0.116259 0.335978 0.207840 0.140855 0.265029
459 0.284346 0.130689 0.073598 0.122168 0.145816 0.168175 0.138453 0.258981 0.210769 0.168775
459 0.280461 0.124811 0.067704 0.120404 0.144263 0.184569 0.144010 0.254445 0.203198 0.172270
459 0.281350 0.129909 0.075963 0.122783 0.148219 0.183796 0.145707 0.264025 0.201985 0.171884
4510 0.267253 0.157909 0.124666 0.154500 0.174750 0.136832 0.157150 0.268462 0.224141 0.172671
4510 0.257352 0.153021 0.119096 0.146084 0.178353 0.150618 0.159561 0.281986 0.220042 0.162664
4510 0.257125 0.149559 0.127721 0.153396 0.186415 0.144220 0.149852 0.273114 0.221517 0.177758
467 0.140642 0.092367 0.070925 0.079366 0.113720 0.135089 0.325561 0.180302 0.146178 0.316362
467 0.149261 0.094146 0.062536 0.087771 0.118697 0.123523 0.320059 0.173389 0.147049 0.320504
467 0.150976 0.105503 0.067378 0.103191 0.123845 0.122640 0.321293 0.173942 0.145373 0.318173
468 0.123672 0.150026 0.054798 0.107146 0.098595 0.121397 0.318751 0.204896 0.158720 0.206932
468 0.133229 0.147649 0.060484 0.100603 0.100264 0.136129 0.321483 0.219488 0.153726 0.222477
468 0.134371 0.158906 0.046979 0.109201 0.112147 0.136762 0.313784 0.230900 0.142112 0.219025
469 0.169677 0.072020 0.062976 0.111953 0.132295 0.175598 0.154258 0.295306 0.158643 0.198887
469 0.154070 0.073624 0.055962 0.099640 0.118594 0.157520 0.152627 0.286338 0.165751 0.187420
469 0.172405 0.071900 0.052253 0.110701 0.137656 0.175295 0.154139 0.293260 0.143228 0.188939
4610 0.242422 0.116453 0.036313 0.113930 0.077477 0.191131 0.133126 0.254332 0.175100 0.188273
4610 0.215847 0.118674 0.042685 0.102763 0.066697 0.183763 0.114403 0.253733 0.184089 0.185740
4610 0.225585 0.117996 0.048015 0.098773 0.064833 0.197398 0.140303 0.255632 0.188924 0.187646
478 0.161588 0.145933 0.046853 0.074783 0.082702 0.163614 0.251472 0.187876 0.205273 0.171174
478 0.173653 0.151101 0.046826 0.076737 0.086728 0.155994 0.237184 0.176781 0.189661 0.154863
478 0.165062 0.140054 0.049348 0.075593 0.069757 0.169550 0.236275 0.177376 0.182762 0.173106
479 0.217111 0.077614 0.073181 0.137067 0.101864 0.146842 0.281902 0.294223 0.131715 0.299455
479 0.229943 0.084201 0.059867 0.149430 0.115331 0.151811 0.294159 0.283096 0.132905 0.302807
479 0.230845 0.086993 0.066582 0.154256 0.117401 0.139743 0.291348 0.291196 0.131358 0.304855
4710 0.218971 0.109933 0.069926 0.111228 0.125949 0.131726 0.309779 0.242207 0.130418 0.413210
4710 0.217363 0.094553 0.066327 0.104923 0.122578 0.144026 0.307235 0.240735 0.143402 0.417651
4710 0.214074 0.099466 0.073086 0.110256 0.119072 0.138913 0.291666 0.244611 0.141315 0.401570
489 0.216689 0.092885 0.080817 0.103801 0.119716 0.138928 0.304511 0.229381 0.131648 0.405644
489 0.215357 0.104515 0.076300 0.112183 0.118803 0.133105 0.307786 0.239897 0.133565 0.422828
489 0.217212 0.106505 0.070240 0.121457 0.123619 0.126446 0.306615 0.247243 0.139237 0.413585
4810 0.226904 0.069387 0.073883 0.142501 0.114088 0.155725 0.278104 0.292860 0.125328 0.308952
4810 0.241400 0.082289 0.063917 0.135873 0.116576 0.154578 0.280677 0.303139 0.132491 0.313029
4810 0.230025 0.080004 0.058373 0.143391 0.113022 0.156853 0.285986 0.287654 0.136346 0.309590
4910 0.172765 0.146901 0.044627 0.074256 0.085399 0.159911 0.238852 0.179236 0.181671 0.166885
4910 0.161830 0.145043 0.048437 0.075851 0.075246 0.166360 0.247286 0.176904 0.193280 0.163899
4910 0.171922 0.153461 0.038877 0.084564 0.080693 0.159736 0.247986 0.183087 0.189060 0.163151
567 0.154122 0.095638 0.061418 0.089419 0.106108 0.130061 0.333407 0.188276 0.154924 0.305239
567 0.144861 0.077369 0.071841 0.091790 0.106381 0.136205 0.328478 0.166447 0.149364 0.312026
567 0.153601 0.096616 0.075333 0.089249 0.117435 0.135811 0.335273 0.172589 0.151096 0.311330
568 0.132397 0.141981 0.061374 0.106743 0.093124 0.140481 0.310175 0.231194 0.147208 0.217160
568 0.141054 0.153909 0.064065 0.105493 0.119851 0.131396 0.312390 0.217101 0.143816 0.212885
568 0.134745 0.154692 0.064207 0.102196 0.104724 0.132210 0.330176 0.207794 0.146967 0.210928
569 0.170830 0.069208 0.057798 0.099268 0.128194 0.166278 0.152424 0.295312 0.155194 0.184093
569 0.159394 0.080183 0.067150 0.096452 0.122196 0.167481 0.158210 0.304981 0.156882 0.176301
569 0.172288 0.074147 0.059767 0.100070 0.130989 0.171370 0.148956 0.285904 0.162342 0.205835
5610 0.226899 0.109721 0.047356 0.104786 0.066529 0.185926 0.134706 0.252336 0.181857 0.197360
5610 0.222849 0.116326 0.037728 0.101742 0.076499 0.190971 0.130965 0.251865 0.184681 0.196736
5610 0.227837 0.115199 0.046864 0.103876 0.073267 0.188404 0.130647 0.253180 0.171084 0.193762
578 0.166712 0.144476 0.044945 0.080146 0.090563 0.168160 0.236703 0.181046 0.187686 0.163632
578 0.180070 0.146828 0.046079 0.083074 0.085067 0.165415 0.246808 0.177318 0.189174 0.166210
578 0.168350 0.143292 0.043859 0.061916 0.073022 0.158379 0.248058 0.187102 0.192636 0.168061
579 0.224093 0.069176 0.069755 0.143487 0.113854 0.150891 0.270822 0.298576 0.130975 0.303136
579 0.244916 0.077491 0.048604 0.143534 0.120270 0.157156 0.286859 0.273299 0.125735 0.307852
579 0.227110 0.083338 0.068869 0.146470 0.105916 0.164191 0.278987 0.284085 0.142530 0.301030
5710 0.214664 0.096223 0.072354 0.105871 0.125897 0.138552 0.300548 0.247654 0.132458 0.415186
5710 0.213232 0.095425 0.063352 0.109520 0.125953 0.139027 0.310583 0.244389 0.140511 0.413379
5710 0.211716 0.096690 0.067516 0.103062 0.131368 0.144768 0.305029 0.231332 0.131872 0.417109
589 0.219756 0.089512 0.065478 0.108360 0.121823 0.142815 0.306766 0.234970 0.121285 0.402716
589 0.215140 0.099840 0.075044 0.110312 0.126758 0.132763 0.307483 0.238427 0.128328 0.426754
589 0.211044 0.103972 0.070391 0.119225 0.129261 0.140247 0.312196 0.234589 0.134914 0.410033
5810 0.216405 0.075584 0.060848 0.143870 0.115122 0.154364 0.284298 0.289809 0.136365 0.299677
5810 0.227783 0.086215 0.072174 0.148269 0.104841 0.151799 0.277214 0.301222 0.127285 0.294387
5810 0.222705 0.084049 0.060268 0.147750 0.111393 0.155629 0.285754 0.299103 0.138468 0.307862
5910 0.169841 0.141879 0.039247 0.080278 0.078268 0.170718 0.241512 0.186843 0.200290 0.167642
5910 0.175442 0.149224 0.040658 0.069891 0.074361 0.154454 0.249369 0.183296 0.194070 0.164620
5910 0.162491 0.145061 0.045809 0.066031 0.069575 0.172380 0.246551 0.182128 0.198476 0.173796
678 0.170281 0.130850 0.042891 0.160990 0.164907 0.131484 0.234593 0.151430 0.147414 0.130003
678 0.168374 0.138573 0.049776 0.171704 0.168565 0.117800 0.223056 0.155692 0.147898 0.138986
678 0.168699 0.131750 0.056929 0.174999 0.162898 0.115634 0.225062 0.151761 0.174599 0.144367
679 0.342562 0.136099 0.125953 0.116511 0.185706 0.123703 0.367294 0.244790 0.198601 0.398757
679 0.340326 0.137174 0.131376 0.119185 0.193098 0.123929 0.364214 0.249794 0.204994 0.409127
679 0.334876 0.133980 0.129578 0.120092 0.193870 0.136360 0.363520 0.250606 0.202154 0.402258
6710 0.380668 0.128465 0.111126 0.181025 0.199742 0.139673 0.315435 0.275763 0.196919 0.238667
6710 0.394373 0.135216 0.126327 0.182352 0.200566 0.142292 0.320799 0.279881 0.197271 0.236169
6710 0.383416 0.127673 0.119023 0.183915 0.199031 0.140527 0.299265 0.287181 0.203377 0.239129
689 0.380605 0.122288 0.131193 0.175237 0.201663 0.131905 0.312182 0.282424 0.197164 0.233645
689 0.384240 0.139321 0.112862 0.179278 0.195797 0.141924 0.317481 0.288826 0.189789 0.242129
689 0.387096 0.136804 0.116187 0.176608 0.190996 0.134998 0.323529 0.276719 0.199354 0.233513
6810 0.342003 0.135119 0.132861 0.124594 0.193563 0.128581 0.359464 0.253745 0.203417 0.402275
6810 0.331580 0.127854 0.140082 0.124586 0.184167 0.121862 0.359118 0.247575 0.204908 0.395065
6810 0.339675 0.143513 0.139791 0.116378 0.181030 0.117656 0.369904 0.247527 0.206838 0.412319
6910 0.150198 0.125529 0.054740 0.183187 0.168723 0.124487 0.229398 0.141411 0.174643 0.154657
6910 0.161013 0.123812 0.056530 0.176752 0.172309 0.126573 0.237837 0.156039 0.165450 0.133236
6910 0.160284 0.130882 0.045282 0.167694 0.164891 0.126537 0.222975 0.136972 0.164971 0.147587
789 0.261240 0.158130 0.127996 0.136845 0.163336 0.153032 0.164934 0.273093 0.226658 0.165197
789 0.254193 0.143156 0.137455 0.161906 0.191489 0.148499 0.153760 0.280842 0.231853 0.158204
789 0.254472 0.148846 0.121930 0.162231 0.191587 0.135403 0.157690 0.277528 0.224708 0.167652
7810 0.277666 0.126081 0.072610 0.121624 0.152048 0.176355 0.146444 0.261802 0.210026 0.175860
7810 0.280455 0.117216 0.073963 0.119298 0.141334 0.182833 0.154078 0.266472 0.212569 0.166552
7810 0.277504 0.123333 0.076855 0.124141 0.144924 0.177297 0.147689 0.272552 0.209438 0.169793
7910 0.212204 0.179767 0.092600 0.153829 0.138421 0.109094 0.312854 0.218706 0.141954 0.272123
7910 0.210948 0.172619 0.101102 0.147032 0.154460 0.114867 0.311402 0.219569 0.140252 0.263552
7910 0.203178 0.175245 0.090902 0.145898 0.137669 0.116460 0.315256 0.206535 0.137645 0.273828
8910 0.203380 0.192519 0.039429 0.141615 0.133470 0.139597 0.332049 0.201808 0.167820 0.150719
8910 0.207527 0.178006 0.041828 0.156352 0.138236 0.148321 0.329475 0.194646 0.170272 0.152480
8910 0.203793 0.177684 0.047325 0.143637 0.132922 0.144438 0.332069 0.206631 0.155840 0.152724
